Date,Store ID,Product ID,Nivel Inventario,Unidades Vendidas,Temporada,Demanda Historica,Demanda Modelo,Residuo Modelo,Error Absoluto Modelo,Error Cuadratico Modelo,agotamiento_real,agotamiento_modelo,Residuo Historico,Error Absoluto Historico,Error Cuadratico Historico,agotamiento_historico
2023-01-08,S005,P0013,187,32,Autumn,31.72,28.12,3.88,3.88,15.05,False,False,0.28,0.28,0.08,False
2023-01-09,S005,P0013,139,71,Autumn,62.98,59.8,11.2,11.2,125.52,False,False,8.02,8.02,64.32,False
2023-01-10,S005,P0013,497,63,Autumn,81.84,77.74,-14.74,14.74,217.14,False,False,-18.84,18.84,354.95,False
2023-01-11,S005,P0013,156,21,Summer,23.73,18.3,2.7,2.7,7.3,False,False,-2.73,2.73,7.45,False
2023-01-12,S005,P0013,198,68,Summer,77.19,72.56,-4.56,4.56,20.81,False,False,-9.19,9.19,84.46,False
2023-01-13,S005,P0013,219,4,Summer,0.83,5.6,-1.6,1.6,2.57,False,False,3.17,3.17,10.05,False
2023-01-14,S005,P0013,366,67,Autumn,82.99,79.94,-12.94,12.94,167.46,False,False,-15.99,15.99,255.68,False
2023-01-15,S005,P0013,369,263,Autumn,262.32,256.79,6.21,6.21,38.54,False,False,0.68,0.68,0.46,False
2023-01-16,S005,P0013,315,159,Summer,178.29,172.91,-13.91,13.91,193.44,False,False,-19.29,19.29,372.1,False
2023-01-17,S005,P0013,194,106,Spring,110.02,105.09,0.91,0.91,0.83,False,False,-4.02,4.02,16.16,False
2023-01-18,S005,P0013,96,28,Summer,42.18,37.29,-9.29,9.29,86.29,False,False,-14.18,14.18,201.07,False
2023-01-19,S005,P0013,467,413,Spring,417.7,413.83,-0.83,0.83,0.69,False,False,-4.7,4.7,22.09,False
2023-01-20,S005,P0013,329,77,Spring,73.46,67.68,9.32,9.32,86.94,False,False,3.54,3.54,12.53,False
2023-01-21,S005,P0013,276,146,Summer,155.8,152.03,-6.03,6.03,36.31,False,False,-9.8,9.8,96.04,False
2023-01-22,S005,P0013,94,61,Winter,78.43,72.57,-11.57,11.57,133.89,False,False,-17.43,17.43,303.8,False
2023-01-23,S005,P0013,249,133,Winter,133.77,129.67,3.33,3.33,11.1,False,False,-0.77,0.77,0.59,False
2023-01-24,S005,P0013,400,354,Winter,344.73,339.12,14.88,14.88,221.33,False,False,9.27,9.27,85.93,False
2023-01-25,S005,P0013,438,298,Spring,294.33,288.36,9.64,9.64,92.85,False,False,3.67,3.67,13.47,False
2023-01-26,S005,P0013,186,170,Summer,175.74,167.13,2.87,2.87,8.26,False,False,-5.74,5.74,32.95,False
2023-01-27,S005,P0013,343,335,Summer,348.04,339.37,-4.37,4.37,19.1,False,False,-13.04,13.04,170.04,True
2023-01-28,S005,P0013,263,73,Winter,78.06,72.94,0.06,0.06,0.0,False,False,-5.06,5.06,25.6,False
2023-01-29,S005,P0013,223,142,Summer,160.56,155.77,-13.77,13.77,189.66,False,False,-18.56,18.56,344.47,False
2023-01-30,S005,P0013,264,109,Autumn,101.47,96.8,12.2,12.2,148.91,False,False,7.53,7.53,56.7,False
2023-01-31,S005,P0013,333,267,Autumn,279.73,277.25,-10.25,10.25,104.98,False,False,-12.73,12.73,162.05,False
2023-02-01,S005,P0013,246,191,Autumn,203.37,196.26,-5.26,5.26,27.72,False,False,-12.37,12.37,153.02,False
2023-02-02,S005,P0013,238,89,Spring,89.4,83.44,5.56,5.56,30.92,False,False,-0.4,0.4,0.16,False
2023-02-03,S005,P0013,337,162,Spring,155.43,148.47,13.53,13.53,183.19,False,False,6.57,6.57,43.16,False
2023-02-04,S005,P0013,309,55,Winter,54.65,47.64,7.36,7.36,54.18,False,False,0.35,0.35,0.12,False
2023-02-05,S005,P0013,86,66,Spring,73.35,66.75,-0.75,0.75,0.56,False,False,-7.35,7.35,54.02,False
2023-02-06,S005,P0013,342,144,Autumn,150.16,147.27,-3.27,3.27,10.68,False,False,-6.16,6.16,37.95,False
2023-02-07,S005,P0013,220,73,Winter,91.12,85.73,-12.73,12.73,161.94,False,False,-18.12,18.12,328.33,False
2023-02-08,S005,P0013,281,135,Spring,126.15,121.88,13.12,13.12,172.02,False,False,8.85,8.85,78.32,False
2023-02-09,S005,P0013,304,251,Winter,266.44,260.44,-9.44,9.44,89.04,False,False,-15.44,15.44,238.39,False
2023-02-10,S005,P0013,485,327,Summer,322.9,315.19,11.81,11.81,139.58,False,False,4.1,4.1,16.81,False
2023-02-11,S005,P0013,322,90,Summer,105.08,98.83,-8.83,8.83,77.95,False,False,-15.08,15.08,227.41,False
2023-02-12,S005,P0013,458,361,Summer,370.66,362.21,-1.21,1.21,1.46,False,False,-9.66,9.66,93.32,False
2023-02-13,S005,P0013,390,386,Autumn,379.0,375.08,10.92,10.92,119.15,False,False,7.0,7.0,49.0,False
2023-02-14,S005,P0013,474,195,Summer,207.66,202.68,-7.68,7.68,58.97,False,False,-12.66,12.66,160.28,False
2023-02-15,S005,P0013,357,351,Summer,357.13,346.25,4.75,4.75,22.53,False,False,-6.13,6.13,37.58,True
2023-02-16,S005,P0013,462,83,Spring,97.1,93.0,-10.0,10.0,100.03,False,False,-14.1,14.1,198.81,False
2023-02-17,S005,P0013,279,176,Spring,190.22,187.3,-11.3,11.3,127.66,False,False,-14.22,14.22,202.21,False
2023-02-18,S005,P0013,168,153,Autumn,158.27,149.38,3.62,3.62,13.07,False,False,-5.27,5.27,27.77,False
2023-02-19,S005,P0013,348,129,Winter,125.05,119.96,9.04,9.04,81.7,False,False,3.95,3.95,15.6,False
2023-02-20,S005,P0013,97,50,Winter,47.18,41.56,8.44,8.44,71.25,False,False,2.82,2.82,7.95,False
2023-02-21,S005,P0013,365,239,Autumn,250.14,246.56,-7.56,7.56,57.09,False,False,-11.14,11.14,124.1,False
2023-02-22,S005,P0013,441,425,Summer,416.87,410.0,15.0,15.0,225.06,False,False,8.13,8.13,66.1,False
2023-02-23,S005,P0013,309,112,Spring,125.23,118.98,-6.98,6.98,48.71,False,False,-13.23,13.23,175.03,False
2023-02-24,S005,P0013,425,205,Winter,215.79,210.57,-5.57,5.57,31.02,False,False,-10.79,10.79,116.42,False
2023-02-25,S005,P0013,273,132,Autumn,144.66,141.12,-9.12,9.12,83.23,False,False,-12.66,12.66,160.28,False
2023-02-26,S005,P0013,465,253,Spring,253.8,250.54,2.46,2.46,6.05,False,False,-0.8,0.8,0.64,False
2023-02-27,S005,P0013,401,203,Summer,194.31,189.24,13.76,13.76,189.22,False,False,8.69,8.69,75.52,False
2023-02-28,S005,P0013,129,45,Autumn,40.21,33.63,11.37,11.37,129.21,False,False,4.79,4.79,22.94,False
2023-03-01,S005,P0013,489,179,Autumn,195.15,189.34,-10.34,10.34,107.0,False,False,-16.15,16.15,260.82,False
2023-03-02,S005,P0013,129,39,Autumn,57.01,52.77,-13.77,13.77,189.48,False,False,-18.01,18.01,324.36,False
2023-03-03,S005,P0013,171,170,Winter,173.38,165.19,4.81,4.81,23.12,False,False,-3.38,3.38,11.42,True
2023-03-04,S005,P0013,407,62,Autumn,71.32,68.09,-6.09,6.09,37.12,False,False,-9.32,9.32,86.86,False
2023-03-05,S005,P0013,334,115,Winter,116.63,111.12,3.88,3.88,15.04,False,False,-1.63,1.63,2.66,False
2023-03-06,S005,P0013,212,177,Summer,177.65,169.3,7.7,7.7,59.3,False,False,-0.65,0.65,0.42,False
2023-03-07,S005,P0013,316,29,Autumn,46.64,42.16,-13.16,13.16,173.12,False,False,-17.64,17.64,311.17,False
2023-03-08,S005,P0013,111,42,Spring,59.36,55.76,-13.76,13.76,189.27,False,False,-17.36,17.36,301.37,False
2023-03-09,S005,P0013,455,50,Autumn,50.57,45.61,4.39,4.39,19.31,False,False,-0.57,0.57,0.32,False
2023-03-10,S005,P0013,436,430,Winter,438.08,428.05,1.95,1.95,3.81,False,False,-8.08,8.08,65.29,True
2023-03-11,S005,P0013,87,63,Winter,56.36,51.38,11.62,11.62,135.05,False,False,6.64,6.64,44.09,False
2023-03-12,S005,P0013,161,40,Autumn,33.44,29.24,10.76,10.76,115.86,False,False,6.56,6.56,43.03,False
2023-03-13,S005,P0013,333,252,Spring,267.94,262.79,-10.79,10.79,116.44,False,False,-15.94,15.94,254.08,False
2023-03-14,S005,P0013,318,290,Winter,294.43,287.22,2.78,2.78,7.7,False,False,-4.43,4.43,19.62,False
2023-03-15,S005,P0013,296,29,Spring,25.78,21.88,7.12,7.12,50.73,False,False,3.22,3.22,10.37,False
2023-03-16,S005,P0013,330,247,Autumn,263.59,260.72,-13.72,13.72,188.22,False,False,-16.59,16.59,275.23,False
2023-03-17,S005,P0013,199,178,Summer,178.96,172.12,5.88,5.88,34.6,False,False,-0.96,0.96,0.92,False
2023-03-18,S005,P0013,94,83,Summer,102.2,91.04,-8.04,8.04,64.66,False,False,-19.2,19.2,368.64,True
2023-03-19,S005,P0013,344,66,Summer,73.03,68.81,-2.81,2.81,7.9,False,False,-7.03,7.03,49.42,False
2023-03-20,S005,P0013,221,67,Autumn,59.09,53.95,13.05,13.05,170.22,False,False,7.91,7.91,62.57,False
2023-03-21,S005,P0013,135,64,Spring,78.87,74.34,-10.34,10.34,106.82,False,False,-14.87,14.87,221.12,False
2023-03-22,S005,P0013,325,226,Spring,235.08,230.47,-4.47,4.47,19.94,False,False,-9.08,9.08,82.45,False
2023-03-23,S005,P0013,405,344,Spring,339.19,335.17,8.83,8.83,78.02,False,False,4.81,4.81,23.14,False
2023-03-24,S005,P0013,279,211,Winter,221.61,214.98,-3.98,3.98,15.83,False,False,-10.61,10.61,112.57,False
2023-03-25,S005,P0013,303,33,Winter,31.25,27.13,5.87,5.87,34.5,False,False,1.75,1.75,3.06,False
2023-03-26,S005,P0013,469,74,Winter,84.64,80.96,-6.96,6.96,48.37,False,False,-10.64,10.64,113.21,False
2023-03-27,S005,P0013,275,160,Winter,165.95,162.78,-2.78,2.78,7.73,False,False,-5.95,5.95,35.4,False
2023-03-28,S005,P0013,137,104,Summer,114.86,106.52,-2.52,2.52,6.33,False,False,-10.86,10.86,117.94,False
2023-03-29,S005,P0013,499,179,Spring,180.39,174.13,4.87,4.87,23.7,False,False,-1.39,1.39,1.93,False
2023-03-30,S005,P0013,219,107,Winter,123.39,118.04,-11.04,11.04,121.91,False,False,-16.39,16.39,268.63,False
2023-03-31,S005,P0013,103,52,Spring,52.63,48.08,3.92,3.92,15.36,False,False,-0.63,0.63,0.4,False
2023-04-01,S005,P0013,220,163,Spring,179.87,174.68,-11.68,11.68,136.33,False,False,-16.87,16.87,284.6,False
2023-04-02,S005,P0013,482,288,Autumn,278.51,271.86,16.14,16.14,260.49,False,False,9.49,9.49,90.06,False
2023-04-03,S005,P0013,422,48,Autumn,44.96,40.59,7.41,7.41,54.93,False,False,3.04,3.04,9.24,False
2023-04-04,S005,P0013,486,78,Spring,72.49,67.5,10.5,10.5,110.18,False,False,5.51,5.51,30.36,False
2023-04-05,S005,P0013,134,63,Spring,58.5,53.31,9.69,9.69,93.82,False,False,4.5,4.5,20.25,False
2023-04-06,S005,P0013,370,275,Spring,292.63,288.88,-13.88,13.88,192.59,False,False,-17.63,17.63,310.82,False
2023-04-07,S005,P0013,405,364,Spring,378.92,374.76,-10.76,10.76,115.72,False,False,-14.92,14.92,222.61,False
2023-04-08,S005,P0013,433,259,Winter,259.23,254.66,4.34,4.34,18.83,False,False,-0.23,0.23,0.05,False
2023-04-09,S005,P0013,116,69,Spring,69.73,65.37,3.63,3.63,13.19,False,False,-0.73,0.73,0.53,False
2023-04-10,S005,P0013,190,149,Summer,153.43,147.54,1.46,1.46,2.14,False,False,-4.43,4.43,19.62,False
2023-04-11,S005,P0013,257,5,Spring,-4.27,3.2,1.8,1.8,3.24,False,False,9.27,9.27,85.93,False
2023-04-12,S005,P0013,205,106,Autumn,108.16,101.48,4.52,4.52,20.46,False,False,-2.16,2.16,4.67,False
2023-04-13,S005,P0013,454,104,Summer,98.34,93.87,10.13,10.13,102.54,False,False,5.66,5.66,32.04,False
2023-04-14,S005,P0013,298,109,Winter,122.23,117.53,-8.53,8.53,72.68,False,False,-13.23,13.23,175.03,False
2023-04-15,S005,P0013,336,58,Summer,59.13,56.89,1.11,1.11,1.23,False,False,-1.13,1.13,1.28,False
2023-04-16,S005,P0013,413,83,Spring,79.86,76.03,6.97,6.97,48.63,False,False,3.14,3.14,9.86,False
2023-04-17,S005,P0013,55,34,Summer,31.89,24.65,9.35,9.35,87.45,False,False,2.11,2.11,4.45,False
2023-04-18,S005,P0013,270,36,Summer,34.94,28.7,7.3,7.3,53.35,False,False,1.06,1.06,1.12,False
2023-04-19,S005,P0013,81,50,Winter,48.85,42.68,7.32,7.32,53.62,False,False,1.15,1.15,1.32,False
2023-04-20,S005,P0013,59,59,Spring,61.39,51.9,7.1,7.1,50.44,False,False,-2.39,2.39,5.71,True
2023-04-21,S005,P0013,87,75,Summer,90.6,80.29,-5.29,5.29,27.97,False,False,-15.6,15.6,243.36,True
2023-04-22,S005,P0013,422,16,Winter,28.1,23.9,-7.9,7.9,62.39,False,False,-12.1,12.1,146.41,False
2023-04-23,S005,P0013,384,20,Spring,36.39,31.58,-11.58,11.58,134.06,False,False,-16.39,16.39,268.63,False
2023-04-24,S005,P0013,91,81,Winter,77.76,69.12,11.88,11.88,141.14,False,False,3.24,3.24,10.5,False
2023-04-25,S005,P0013,258,116,Autumn,135.29,130.3,-14.3,14.3,204.55,False,False,-19.29,19.29,372.1,False
2023-04-26,S005,P0013,251,247,Spring,258.18,248.62,-1.62,1.62,2.62,False,False,-11.18,11.18,124.99,True
2023-04-27,S005,P0013,457,97,Spring,92.94,88.3,8.7,8.7,75.73,False,False,4.06,4.06,16.48,False
2023-04-28,S005,P0013,288,65,Spring,55.2,49.95,15.05,15.05,226.56,False,False,9.8,9.8,96.04,False
2023-04-29,S005,P0013,57,24,Autumn,28.49,22.54,1.46,1.46,2.12,False,False,-4.49,4.49,20.16,False
2023-04-30,S005,P0013,297,266,Autumn,274.66,267.96,-1.96,1.96,3.84,False,False,-8.66,8.66,75.0,False
2023-05-01,S005,P0013,299,299,Spring,317.94,304.79,-5.79,5.79,33.53,False,True,-18.94,18.94,358.72,True
2023-05-02,S005,P0013,380,22,Winter,28.2,24.52,-2.52,2.52,6.35,False,False,-6.2,6.2,38.44,False
2023-05-03,S005,P0013,386,173,Winter,168.89,164.53,8.47,8.47,71.67,False,False,4.11,4.11,16.89,False
2023-05-04,S005,P0013,171,66,Autumn,83.85,77.51,-11.51,11.51,132.41,False,False,-17.85,17.85,318.62,False
2023-05-05,S005,P0013,53,24,Winter,15.52,11.09,12.91,12.91,166.55,False,False,8.48,8.48,71.91,False
2023-05-06,S005,P0013,477,91,Autumn,93.48,89.41,1.59,1.59,2.54,False,False,-2.48,2.48,6.15,False
2023-05-07,S005,P0013,84,17,Winter,34.24,31.09,-14.09,14.09,198.46,False,False,-17.24,17.24,297.22,False
2023-05-08,S005,P0013,84,50,Winter,48.78,44.06,5.94,5.94,35.32,False,False,1.22,1.22,1.49,False
2023-05-09,S005,P0013,458,397,Spring,390.37,386.4,10.6,10.6,112.41,False,False,6.63,6.63,43.96,False
2023-05-10,S005,P0013,74,50,Summer,43.98,37.42,12.58,12.58,158.2,False,False,6.02,6.02,36.24,False
2023-05-11,S005,P0013,424,272,Autumn,267.58,261.58,10.42,10.42,108.48,False,False,4.42,4.42,19.54,False
2023-05-12,S005,P0013,229,23,Summer,37.64,31.92,-8.92,8.92,79.59,False,False,-14.64,14.64,214.33,False
2023-05-13,S005,P0013,86,41,Summer,44.29,39.53,1.47,1.47,2.16,False,False,-3.29,3.29,10.82,False
2023-05-14,S005,P0013,310,296,Autumn,313.49,303.59,-7.59,7.59,57.64,False,False,-17.49,17.49,305.9,True
2023-05-15,S005,P0013,306,302,Autumn,312.59,302.42,-0.42,0.42,0.18,False,False,-10.59,10.59,112.15,True
2023-05-16,S005,P0013,137,55,Autumn,67.91,64.86,-9.86,9.86,97.22,False,False,-12.91,12.91,166.67,False
2023-05-17,S005,P0013,258,60,Summer,74.57,67.94,-7.94,7.94,63.1,False,False,-14.57,14.57,212.28,False
2023-05-18,S005,P0013,266,93,Spring,94.47,90.27,2.73,2.73,7.48,False,False,-1.47,1.47,2.16,False
2023-05-19,S005,P0013,299,32,Spring,29.84,28.19,3.81,3.81,14.48,False,False,2.16,2.16,4.67,False
2023-05-20,S005,P0013,288,230,Spring,240.58,235.78,-5.78,5.78,33.43,False,False,-10.58,10.58,111.94,False
2023-05-21,S005,P0013,410,373,Winter,386.04,381.11,-8.11,8.11,65.82,False,False,-13.04,13.04,170.04,False
2023-05-22,S005,P0013,374,30,Autumn,27.72,24.6,5.4,5.4,29.21,False,False,2.28,2.28,5.2,False
2023-05-23,S005,P0013,141,13,Autumn,11.71,10.1,2.9,2.9,8.41,False,False,1.29,1.29,1.66,False
2023-05-24,S005,P0013,421,169,Summer,172.81,167.89,1.11,1.11,1.23,False,False,-3.81,3.81,14.52,False
2023-05-25,S005,P0013,324,229,Summer,222.5,218.23,10.77,10.77,116.06,False,False,6.5,6.5,42.25,False
2023-05-26,S005,P0013,314,152,Winter,159.96,156.1,-4.1,4.1,16.78,False,False,-7.96,7.96,63.36,False
2023-05-27,S005,P0013,337,143,Summer,138.9,131.58,11.42,11.42,130.4,False,False,4.1,4.1,16.81,False
2023-05-28,S005,P0013,361,181,Winter,180.29,174.81,6.19,6.19,38.25,False,False,0.71,0.71,0.5,False
2023-05-29,S005,P0013,74,69,Spring,77.44,67.59,1.41,1.41,1.98,False,False,-8.44,8.44,71.23,True
2023-05-30,S005,P0013,425,98,Autumn,102.54,97.77,0.23,0.23,0.06,False,False,-4.54,4.54,20.61,False
2023-05-31,S005,P0013,62,8,Spring,23.73,18.19,-10.19,10.19,103.77,False,False,-15.73,15.73,247.43,False
2023-06-01,S005,P0013,69,7,Autumn,-2.49,4.35,2.65,2.65,7.05,False,False,9.49,9.49,90.06,False
2023-06-02,S005,P0013,104,73,Spring,89.58,81.3,-8.3,8.3,68.82,False,False,-16.58,16.58,274.9,False
2023-06-03,S005,P0013,94,29,Summer,21.96,15.96,13.04,13.04,169.96,False,False,7.04,7.04,49.56,False
2023-06-04,S005,P0013,215,17,Winter,32.65,28.21,-11.21,11.21,125.73,False,False,-15.65,15.65,244.92,False
2023-06-05,S005,P0013,167,147,Autumn,140.73,135.4,11.6,11.6,134.51,False,False,6.27,6.27,39.31,False
2023-06-06,S005,P0013,311,167,Spring,183.66,180.9,-13.9,13.9,193.27,False,False,-16.66,16.66,277.56,False
2023-06-07,S005,P0013,404,139,Winter,130.3,125.31,13.69,13.69,187.48,False,False,8.7,8.7,75.69,False
2023-06-08,S005,P0013,245,66,Autumn,66.08,61.49,4.51,4.51,20.37,False,False,-0.08,0.08,0.01,False
2023-06-09,S005,P0013,249,96,Spring,111.35,106.46,-10.46,10.46,109.44,False,False,-15.35,15.35,235.62,False
2023-06-10,S005,P0013,76,23,Winter,15.9,12.1,10.9,10.9,118.71,False,False,7.1,7.1,50.41,False
2023-06-11,S005,P0013,298,63,Spring,70.28,65.66,-2.66,2.66,7.1,False,False,-7.28,7.28,53.0,False
2023-06-12,S005,P0013,310,195,Summer,210.95,204.49,-9.49,9.49,90.07,False,False,-15.95,15.95,254.4,False
2023-06-13,S005,P0013,203,51,Autumn,49.78,44.53,6.47,6.47,41.81,False,False,1.22,1.22,1.49,False
2023-06-14,S005,P0013,443,8,Spring,0.43,6.25,1.75,1.75,3.06,False,False,7.57,7.57,57.3,False
2023-06-15,S005,P0013,127,100,Winter,112.46,103.83,-3.83,3.83,14.63,False,False,-12.46,12.46,155.25,False
2023-06-16,S005,P0013,324,295,Autumn,286.63,282.68,12.32,12.32,151.89,False,False,8.37,8.37,70.06,False
2023-06-17,S005,P0013,304,93,Autumn,101.0,96.55,-3.55,3.55,12.62,False,False,-8.0,8.0,64.0,False
2023-06-18,S005,P0013,114,15,Autumn,10.63,11.31,3.69,3.69,13.62,False,False,4.37,4.37,19.1,False
2023-06-19,S005,P0013,420,254,Autumn,259.5,253.55,0.45,0.45,0.2,False,False,-5.5,5.5,30.25,False
2023-06-20,S005,P0013,217,19,Spring,12.62,11.88,7.12,7.12,50.7,False,False,6.38,6.38,40.7,False
2023-06-21,S005,P0013,380,35,Winter,44.2,39.41,-4.41,4.41,19.45,False,False,-9.2,9.2,84.64,False
2023-06-22,S005,P0013,150,12,Spring,22.89,18.18,-6.18,6.18,38.2,False,False,-10.89,10.89,118.59,False
2023-06-23,S005,P0013,391,95,Spring,95.18,91.36,3.64,3.64,13.25,False,False,-0.18,0.18,0.03,False
2023-06-24,S005,P0013,324,8,Autumn,21.79,16.97,-8.97,8.97,80.38,False,False,-13.79,13.79,190.16,False
2023-06-25,S005,P0013,81,81,Winter,73.11,66.16,14.84,14.84,220.09,False,False,7.89,7.89,62.25,False
2023-06-26,S005,P0013,328,323,Autumn,322.88,312.9,10.1,10.1,102.01,False,False,0.12,0.12,0.01,False
2023-06-27,S005,P0013,376,147,Winter,140.41,137.89,9.11,9.11,82.96,False,False,6.59,6.59,43.43,False
2023-06-28,S005,P0013,232,131,Spring,137.97,132.66,-1.66,1.66,2.74,False,False,-6.97,6.97,48.58,False
2023-06-29,S005,P0013,145,114,Winter,132.31,124.18,-10.18,10.18,103.65,False,False,-18.31,18.31,335.26,False
2023-06-30,S005,P0013,359,262,Winter,265.52,262.79,-0.79,0.79,0.62,False,False,-3.52,3.52,12.39,False
2023-07-01,S005,P0013,422,311,Autumn,323.45,318.18,-7.18,7.18,51.58,False,False,-12.45,12.45,155.0,False
2023-07-02,S005,P0013,314,174,Winter,167.49,163.07,10.93,10.93,119.39,False,False,6.51,6.51,42.38,False
2023-07-03,S005,P0013,127,98,Winter,110.15,101.54,-3.54,3.54,12.52,False,False,-12.15,12.15,147.62,False
2023-07-04,S005,P0013,283,115,Autumn,116.37,111.56,3.44,3.44,11.85,False,False,-1.37,1.37,1.88,False
2023-07-05,S005,P0013,68,16,Summer,27.65,22.37,-6.37,6.37,40.52,False,False,-11.65,11.65,135.72,False
2023-07-06,S005,P0013,170,88,Autumn,86.69,82.98,5.02,5.02,25.18,False,False,1.31,1.31,1.72,False
2023-07-07,S005,P0013,151,78,Spring,87.36,83.82,-5.82,5.82,33.81,False,False,-9.36,9.36,87.61,False
2023-07-08,S005,P0013,107,5,Autumn,21.22,16.38,-11.38,11.38,129.46,False,False,-16.22,16.22,263.09,False
2023-07-09,S005,P0013,97,55,Summer,71.48,65.81,-10.81,10.81,116.94,False,False,-16.48,16.48,271.59,False
2023-07-10,S005,P0013,207,125,Autumn,117.1,110.65,14.35,14.35,205.94,False,False,7.9,7.9,62.41,False
2023-07-11,S005,P0013,175,115,Summer,122.09,116.77,-1.77,1.77,3.12,False,False,-7.09,7.09,50.27,False
2023-07-12,S005,P0013,51,43,Spring,55.93,46.73,-3.73,3.73,13.89,False,False,-12.93,12.93,167.18,True
2023-07-13,S005,P0013,202,29,Autumn,48.54,42.89,-13.89,13.89,192.9,False,False,-19.54,19.54,381.81,False
2023-07-14,S005,P0013,352,256,Summer,248.51,243.29,12.71,12.71,161.42,False,False,7.49,7.49,56.1,False
2023-07-15,S005,P0013,373,67,Spring,58.13,52.46,14.54,14.54,211.54,False,False,8.87,8.87,78.68,False
2023-07-16,S005,P0013,403,336,Winter,353.4,347.27,-11.27,11.27,126.96,False,False,-17.4,17.4,302.76,False
2023-07-17,S005,P0013,183,79,Spring,89.43,83.29,-4.29,4.29,18.36,False,False,-10.43,10.43,108.78,False
2023-07-18,S005,P0013,84,24,Summer,31.93,28.21,-4.21,4.21,17.76,False,False,-7.93,7.93,62.88,False
2023-07-19,S005,P0013,156,135,Spring,132.17,125.18,9.82,9.82,96.48,False,False,2.83,2.83,8.01,False
2023-07-20,S005,P0013,359,340,Autumn,348.44,339.86,0.14,0.14,0.02,False,False,-8.44,8.44,71.23,False
2023-07-21,S005,P0013,212,83,Winter,101.43,94.73,-11.73,11.73,137.59,False,False,-18.43,18.43,339.66,False
2023-07-22,S005,P0013,325,31,Autumn,43.69,40.53,-9.53,9.53,90.76,False,False,-12.69,12.69,161.04,False
2023-07-23,S005,P0013,426,308,Autumn,301.19,294.57,13.43,13.43,180.45,False,False,6.81,6.81,46.38,False
2023-07-24,S005,P0013,255,76,Winter,71.51,67.3,8.7,8.7,75.6,False,False,4.49,4.49,20.16,False
2023-07-25,S005,P0013,442,200,Winter,219.07,210.52,-10.52,10.52,110.75,False,False,-19.07,19.07,363.66,False
2023-07-26,S005,P0013,107,36,Autumn,29.97,26.55,9.45,9.45,89.27,False,False,6.03,6.03,36.36,False
2023-07-27,S005,P0013,327,145,Spring,144.52,138.56,6.44,6.44,41.49,False,False,0.48,0.48,0.23,False
2023-07-28,S005,P0013,316,11,Winter,14.05,12.9,-1.9,1.9,3.6,False,False,-3.05,3.05,9.3,False
2023-07-29,S005,P0013,420,329,Spring,334.18,330.91,-1.91,1.91,3.65,False,False,-5.18,5.18,26.83,False
2023-07-30,S005,P0013,351,320,Summer,317.45,310.67,9.33,9.33,87.0,False,False,2.55,2.55,6.5,False
2023-07-31,S005,P0013,87,36,Spring,51.11,46.19,-10.19,10.19,103.9,False,False,-15.11,15.11,228.31,False
2023-08-01,S005,P0013,120,104,Winter,122.29,111.55,-7.55,7.55,57.02,False,False,-18.29,18.29,334.52,True
2023-08-02,S005,P0013,390,357,Summer,367.73,363.51,-6.51,6.51,42.33,False,False,-10.73,10.73,115.13,False
2023-08-03,S005,P0013,221,13,Spring,19.28,15.21,-2.21,2.21,4.9,False,False,-6.28,6.28,39.44,False
2023-08-04,S005,P0013,76,67,Winter,83.3,72.01,-5.01,5.01,25.08,False,False,-16.3,16.3,265.69,True
2023-08-05,S005,P0013,439,197,Winter,206.34,200.8,-3.8,3.8,14.42,False,False,-9.34,9.34,87.24,False
2023-08-06,S005,P0013,448,404,Winter,396.48,388.18,15.82,15.82,250.16,False,False,7.52,7.52,56.55,False
2023-08-07,S005,P0013,288,50,Autumn,65.0,61.14,-11.14,11.14,124.11,False,False,-15.0,15.0,225.0,False
2023-08-08,S005,P0013,246,228,Spring,242.73,234.38,-6.38,6.38,40.69,False,False,-14.73,14.73,216.97,False
2023-08-09,S005,P0013,131,8,Spring,5.42,7.87,0.13,0.13,0.02,False,False,2.58,2.58,6.66,False
2023-08-10,S005,P0013,91,70,Spring,62.72,57.33,12.67,12.67,160.53,False,False,7.28,7.28,53.0,False
2023-08-11,S005,P0013,328,243,Summer,254.93,250.69,-7.69,7.69,59.13,False,False,-11.93,11.93,142.32,False
2023-08-12,S005,P0013,324,43,Winter,54.41,50.13,-7.13,7.13,50.78,False,False,-11.41,11.41,130.19,False
2023-08-13,S005,P0013,141,91,Autumn,101.43,95.85,-4.85,4.85,23.52,False,False,-10.43,10.43,108.78,False
2023-08-14,S005,P0013,471,338,Autumn,335.25,330.28,7.72,7.72,59.59,False,False,2.75,2.75,7.56,False
2023-08-15,S005,P0013,392,31,Spring,42.64,39.43,-8.43,8.43,71.05,False,False,-11.64,11.64,135.49,False
2023-08-16,S005,P0013,255,6,Summer,0.64,4.87,1.13,1.13,1.27,False,False,5.36,5.36,28.73,False
2023-08-17,S005,P0013,260,153,Summer,169.52,163.85,-10.85,10.85,117.75,False,False,-16.52,16.52,272.91,False
2023-08-18,S005,P0013,421,37,Winter,35.43,31.61,5.39,5.39,29.06,False,False,1.57,1.57,2.46,False
2023-08-19,S005,P0013,395,221,Autumn,212.4,208.95,12.05,12.05,145.17,False,False,8.6,8.6,73.96,False
2023-08-20,S005,P0013,434,50,Summer,62.06,59.07,-9.07,9.07,82.21,False,False,-12.06,12.06,145.44,False
